State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",RapeRevised,RapeLegacy,Robbery,Aggravated assault,"Property
crime",Burglary,"Larceny-
theft","Motor
vehicle theft",Arson
IL,Tazewell,40,0,15,,0,25,171,55,114,2,1
IL,Vermilion,81,0,22,,7,52,448,130,297,21,1
IL,Will,128,5,19,,25,79,896,309,513,74,14
IL,Williamson,9,0,4,,0,5,297,87,195,15,1
IL,Winnebago,134,3,34,,20,77,874,285,530,59,7
IL,Woodford,4,0,2,,0,2,106,26,72,8,2
IL,Adams,26,1,12,,0,13,169,55,108,6,0
IL,Brown,10,0,0,,0,10,14,1,13,0,0
IL,Bureau,25,0,2,,1,22,130,56,71,3,1
IL,Carroll,0,0,0,,0,0,62,16,46,0,0
IL,Cass,4,0,0,,0,4,6,1,4,1,0
IL,Clark,5,1,0,,0,4,39,11,23,5,1
IL,Clay,6,0,0,,1,5,54,23,30,1,0
IL,Coles,25,0,2,,2,21,93,33,54,6,1
IL,Crawford,4,0,0,,0,4,45,18,25,2,2
IL,Cumberland,3,0,1,,0,2,22,9,12,1,0
IL,Douglas,4,0,0,,0,4,29,7,20,2,0
IL,Effingham,18,0,2,,1,15,161,48,106,7,2
IL,Fayette,8,0,4,,0,4,88,20,63,5,1
IL,Franklin,30,0,0,,0,30,262,93,167,2,0
IL,Fulton,14,1,2,,3,8,102,40,57,5,1
IL,Gallatin,4,0,0,,0,4,26,5,20,1,0
IL,Greene,4,0,1,,0,3,32,13,19,0,2
IL,Hamilton,4,0,0,,0,4,29,7,19,3,1
IL,Hancock,7,0,1,,1,5,102,39,59,4,0
IL,Hardin,6,0,0,,0,6,36,6,25,5,0
IL,Iroquois,18,1,4,,1,12,167,67,87,13,3
IL,Jefferson,42,0,5,,0,37,211,83,117,11,2
IL,Jo Daviess,5,0,2,,0,3,74,25,40,9,1
IL,Johnson,34,0,0,,0,34,68,16,48,4,0
IL,Knox,38,0,3,,3,32,150,50,96,4,0
IL,La Salle,41,0,18,,5,18,302,101,188,13,0
IL,Lee,42,1,0,,0,41,130,60,62,8,2
IL,Livingston,22,0,12,,4,6,180,46,129,5,1
IL,Logan,7,0,1,,0,6,58,28,23,7,0
IL,Marion,22,0,5,,0,17,86,47,35,4,0
IL,Mason,16,0,6,,1,9,76,23,47,6,3
IL,Massac,9,1,1,,1,6,54,20,32,2,2
IL,McDonough,5,0,0,,0,5,45,12,33,0,0
IL,Montgomery,1,0,0,,1,0,122,42,80,0,1
IL,Morgan,19,0,5,,2,12,106,39,62,5,1
IL,Ogle,13,0,3,,2,8,181,27,147,7,0
IL,Perry,10,0,1,,0,9,51,12,34,5,0
IL,Pike,6,0,4,,0,2,81,31,49,1,0
IL,Putnam,1,0,0,,0,1,14,6,7,1,0
IL,Randolph,0,0,0,,0,0,27,15,10,2,0
IL,Richland,13,0,1,,0,12,67,30,28,9,1
IL,Schuyler,6,0,0,,0,6,2,1,1,0,0
IL,Scott,0,0,0,,0,0,25,11,14,0,0
IL,Stephenson,9,0,5,,1,3,163,47,104,12,7
IL,Union,24,0,15,,0,9,84,25,56,3,0
IL,Wabash,0,0,0,,0,0,17,5,10,2,0
IL,Warren,9,0,1,,0,8,68,22,46,0,0
IL,Washington,18,0,0,,0,18,44,12,29,3,0
IL,White,21,0,0,,0,21,149,50,94,5,1
IL,Whiteside,28,0,5,,0,23,70,15,53,2,0
IN,Allen,156,4,,20,30,102,866,225,603,38,0
IN,Bartholemew,32,0,,6,3,23,508,141,303,64,0
IN,Brown,45,0,,1,1,43,232,38,171,23,1
IN,Clark,99,0,,7,2,90,546,200,295,51,
IN,Delaware,43,3,,2,2,36,417,149,232,36,2
IN,Floyd,33,1,,3,7,22,389,80,274,35,
IN,Howard,72,1,,4,7,60,277,108,149,20,0
IN,La Porte,29,0,,5,4,20,525,238,257,30,
IN,Lake,62,4,5,,36,17,639,104,453,82,1
IN,Madison,46,1,29,,8,8,467,104,334,29,0
IN,Shelby,36,1,2,,0,33,200,72,104,24,0
IN,St. Joseph,148,1,28,,27,92,"1,162",375,695,92,3
IN,Sullivan,6,0,,0,1,5,174,44,105,25,
IN,Tippecanoe,45,0,,8,6,31,571,181,355,35,
IN,Vanderburgh,55,0,9,,9,37,627,113,482,32,2
IN,Wells,1,0,0,,0,1,123,40,80,3,
IN,Blackford,1,0,,0,0,1,30,7,22,1,0
IN,Clinton,14,0,,6,6,2,208,44,148,16,0
IN,Crawford,21,0,,1,0,20,105,92,0,13,0
IN,Daviess,0,0,0,,0,0,109,31,64,14,
IN,De Kalb,7,0,4,,0,3,195,54,124,17,
IN,Franklin,2,0,,0,1,1,145,64,74,7,
IN,Gibson,12,0,,3,0,9,151,24,102,25,1
IN,Grant,35,0,,5,3,27,276,84,181,11,0
IN,Greene,1,0,1,,0,0,226,52,156,18,1
IN,Huntington,6,0,1,,0,5,103,25,69,9,
IN,Jackson,24,1,4,,1,18,349,63,270,16,
IN,Jay,5,0,,1,0,4,57,5,43,9,
IN,Jennings,17,0,,3,0,14,266,153,102,11,
IN,Knox,9,1,0,,1,7,37,12,22,3,
IN,Kosciusko,62,1,,7,3,51,497,155,315,27,3
IN,LaGrange,40,2,5,,1,32,147,43,83,21,
IN,Lawrence,129,0,,5,2,122,221,71,120,30,6
IN,Miami,10,0,,2,2,6,252,73,173,6,0
IN,Noble,17,0,,1,0,16,234,93,126,15,0
IN,Steuben,22,1,8,,1,12,439,123,287,29,0
IN,Wabash,3,0,,0,0,3,135,35,95,5,0
IN,Wayne,12,1,5,,1,5,275,104,162,9,
IN,White,0,0,0,,0,0,0,0,0,0,0
IA,Black Hawk,29,0,4,,0,25,144,64,65,15,1
IA,Bremer,11,0,2,,0,9,42,15,24,3,0
IA,Dallas,43,0,7,,1,35,126,26,89,11,0
IA,Dubuque,20,1,5,,2,12,186,72,98,16,0
IA,Grundy,9,0,0,,0,9,66,21,44,1,1
IA,Guthrie,0,0,0,,0,0,35,10,23,2,0
IA,Harrison,4,0,0,,0,4,53,10,37,6,1
IA,Johnson,91,0,24,,2,65,168,55,100,13,0
IA,Linn,23,0,6,,2,15,318,156,127,35,1
IA,Madison,4,0,0,,0,4,60,23,33,4,0
IA,Mills,18,0,1,,0,17,108,63,34,11,0
IA,Plymouth,8,0,4,,0,4,28,7,12,9,0
IA,Polk,91,2,21,,11,57,714,247,365,102,5
IA,Pottawattamie,65,0,10,,2,53,271,90,141,40,4
IA,Scott,58,0,7,,0,51,195,89,83,23,1
IA,Story,16,0,4,,0,12,145,52,70,23,2
IA,Warren,42,0,8,,2,32,166,47,98,21,2
IA,Washington,34,0,9,,1,24,75,25,48,2,0
IA,Woodbury,25,0,0,,0,25,174,63,71,40,1
IA,Adair,10,0,4,,0,6,46,18,19,9,2
IA,Adams,0,0,0,,0,0,30,6,22,2,0
IA,Allamakee,4,0,0,,0,4,53,14,36,3,0
IA,Appanoose,10,0,1,,0,9,101,57,37,7,1
IA,Audubon,2,0,0,,0,2,36,1,34,1,0
IA,Boone,13,0,0,,0,13,32,17,9,6,0
IA,Buchanan,8,0,5,,1,2,112,44,54,14,3
IA,Buena Vista,8,0,3,,0,5,21,7,13,1,0
IA,Butler,2,0,1,,0,1,4,1,3,0,0
IA,Calhoun,5,0,0,,0,5,76,33,34,9,0
IA,Carroll,2,0,0,,0,2,35,16,16,3,0
IA,Cass,17,0,1,,0,16,30,6,21,3,0
IA,Cedar,6,0,3,,0,3,54,15,34,5,0
IA,Cerro Gordo,1,0,0,,1,0,97,46,44,7,0
IA,Cherokee,2,0,1,,1,0,22,7,15,0,1
IA,Chickasaw,11,0,3,,0,8,35,11,20,4,0
IA,Clarke,8,0,1,,0,7,64,19,28,17,0
IA,Clay,12,0,0,,1,11,40,11,26,3,0
IA,Clayton,7,0,1,,0,6,40,14,24,2,0
IA,Clinton,12,0,0,,0,12,133,41,85,7,0
IA,Crawford,1,0,0,,0,1,6,1,4,1,0
IA,Delaware,18,0,0,,1,17,65,28,34,3,0
IA,Dickinson,12,0,3,,0,9,16,3,7,6,0
IA,Emmet,17,0,0,,0,17,29,10,14,5,0
IA,Fayette,12,0,0,,0,12,49,12,30,7,0
IA,Floyd,6,0,3,,0,3,28,12,13,3,0
IA,Fremont,27,0,4,,0,23,64,31,26,7,1
IA,Hancock,19,0,5,,0,14,51,35,13,3,0
IA,Hardin,10,0,1,,0,9,102,52,37,13,1
IA,Henry,19,0,3,,0,16,57,18,34,5,1
IA,Howard,2,0,1,,0,1,68,25,36,7,0
IA,Humboldt,0,0,0,,0,0,47,19,25,3,0
IA,Ida,11,0,3,,0,8,34,12,18,4,0
IA,Iowa,8,0,0,,1,7,60,22,33,5,1
IA,Jackson,2,1,1,,0,0,11,4,7,0,0
IA,Jasper,24,0,3,,0,21,159,92,54,13,5
IA,Jefferson,3,1,0,,0,2,50,18,26,6,0
IA,Keokuk,9,0,0,,0,9,36,25,9,2,0
IA,Kossuth,6,0,1,,0,5,31,13,14,4,0
IA,Lee,28,0,1,,0,27,155,76,66,13,0
IA,Louisa,23,0,5,,0,18,76,32,34,10,2
IA,Lucas,6,0,0,,1,5,73,31,36,6,0
IA,Lyon,14,0,3,,0,11,66,25,35,6,0
IA,Mahaska,11,0,1,,0,10,84,42,33,9,1
IA,Marshall,34,0,2,,0,32,125,58,51,16,1
IA,Mitchell,0,0,0,,0,0,13,10,2,1,0
IA,Monroe,3,0,1,,0,2,54,35,15,4,0
IA,Muscatine,24,0,6,,0,18,80,36,34,10,0
IA,O'Brien,13,0,2,,0,11,54,13,38,3,0
IA,Osceola,7,0,2,,1,4,57,18,36,3,1
IA,Page,5,0,2,,0,3,37,20,11,6,1
IA,Palo Alto,13,0,2,,0,11,49,21,26,2,0
IA,Pocahontas,9,0,1,,0,8,47,11,31,5,1
IA,Ringgold,2,0,1,,0,1,31,21,10,0,1
IA,Sac,3,0,1,,0,2,32,16,14,2,0
IA,Sioux,7,0,0,,1,6,45,16,29,0,1
IA,Tama,30,0,2,,0,28,113,67,34,12,2
IA,Taylor,3,0,1,,0,2,25,5,15,5,0
IA,Union,7,0,0,,0,7,46,5,36,5,0
IA,Van Buren,7,0,0,,0,7,30,11,16,3,0
IA,Wapello,18,1,0,,0,17,122,46,58,18,2
IA,Wayne,5,0,0,,0,5,57,30,21,6,0
IA,Webster,19,1,1,,2,15,105,37,52,16,0
IA,Winneshiek,5,1,0,,0,4,34,3,26,5,0
IA,Worth,3,0,0,,0,3,22,7,15,0,0
IA,Wright,4,0,1,,0,3,31,17,11,3,0
KS,Butler,46,0,8,,5,33,486,150,293,43,7
KS,Doniphan,2,0,0,,0,2,29,13,14,2,0
KS,Harvey,13,6,0,,0,7,59,30,24,5,0
KS,Jackson,13,0,4,,0,9,96,31,55,10,1
KS,Jefferson,30,1,3,,0,26,163,39,103,21,0
KS,Johnson,40,0,9,,2,29,225,52,149,24,3
KS,Kingman,2,0,1,,0,1,71,31,37,3,1
KS,Leavenworth,36,0,4,,2,30,177,60,96,21,6
KS,Linn,6,0,1,,0,5,77,28,37,12,1
KS,Miami,29,0,5,,2,22,225,94,104,27,3
KS,Osage,15,0,1,,0,14,67,31,34,2,1
KS,Pottawatomie,43,0,2,,1,40,226,69,145,12,5
KS,Riley County Police Department,193,1,44,,20,128,"1,223",164,993,66,9
KS,Sedgwick,24,4,1,,1,18,89,37,31,21,1
KS,Shawnee,78,0,7,,3,68,981,188,692,101,0
KS,Sumner,20,0,1,,1,18,142,23,99,20,2
KS,Wabaunsee,10,0,0,,0,10,73,24,37,12,2
KS,Wyandotte,27,0,2,,8,17,53,5,43,5,3
KS,Allen,15,0,1,,0,14,45,20,22,3,0
KS,Anderson,2,0,0,,0,2,30,17,12,1,1
KS,Barber,2,0,0,,0,2,19,7,11,1,0
KS,Bourbon,25,0,4,,1,20,94,32,49,13,0
KS,Brown,5,0,1,,0,4,32,3,26,3,0
KS,Chautauqua,0,0,0,,0,0,21,6,14,1,0
KS,Cherokee6,32,0,3,,4,25,,,102,21,4
KS,Clay,1,0,0,,0,1,27,15,11,1,0
KS,Cloud,9,0,4,,0,5,56,16,33,7,2
KS,Coffey,7,0,1,,0,6,51,9,38,4,1
KS,Cowley,20,0,0,,0,20,140,58,68,14,0
KS,Crawford,24,0,4,,2,18,175,57,99,19,4
KS,Dickinson,17,1,5,,0,11,107,38,55,14,2
KS,Edwards,2,0,0,,1,1,19,5,14,0,0
KS,Ellis,9,0,2,,0,7,70,32,33,5,2
KS,Ellsworth,0,0,0,,0,0,22,11,9,2,0
KS,Finney,34,1,5,,3,25,113,39,68,6,3
KS,Ford6,14,0,1,,0,13,,,41,14,0
KS,Franklin,37,0,5,,2,30,158,65,72,21,5
KS,Geary,14,0,1,,1,12,50,19,31,0,0
KS,Gove,0,0,0,,0,0,10,1,7,2,0
KS,Grant,5,1,0,,0,4,22,6,15,1,0
KS,Gray,6,0,0,,0,6,85,39,39,7,2
KS,Greenwood,19,1,1,,0,17,78,21,54,3,1
KS,Hamilton,3,0,0,,0,3,4,1,1,2,0
KS,Harper,6,0,1,,0,5,36,15,19,2,0
KS,Haskell,3,0,1,,0,2,25,3,19,3,0
KS,Kiowa,1,0,0,,0,1,12,4,8,0,1
KS,Labette6,15,1,0,,0,14,,,20,1,0
KS,Logan,1,0,0,,0,1,4,1,3,0,0
KS,Lyon,28,0,2,,1,25,80,23,51,6,16
KS,Marion,4,0,0,,1,3,56,24,27,5,2
KS,Marshall,5,0,2,,0,3,25,8,16,1,0
KS,Montgomery,13,1,2,,2,8,114,52,49,13,1
KS,Morris,2,0,0,,0,2,36,15,18,3,0
KS,Morton,9,0,1,,0,8,32,11,17,4,0
KS,Nemaha,6,0,0,,1,5,55,18,31,6,2
KS,Neosho,25,1,1,,0,23,59,19,33,7,1
KS,Ness,2,0,1,,0,1,30,7,15,8,0
KS,Norton,0,0,0,,0,0,11,4,4,3,0
KS,Osborne,4,0,1,,0,3,42,15,21,6,0
KS,Ottawa,1,0,0,,0,1,68,19,46,3,0
KS,Pawnee6,2,0,0,,0,2,,,11,4,2
KS,Phillips,11,0,0,,0,11,20,9,11,0,1
KS,Pratt,4,0,0,,1,3,56,28,23,5,2
KS,Rawlins,2,0,1,,0,1,11,1,9,1,0
KS,Republic,1,0,0,,0,1,19,5,12,2,1
KS,Rice,10,0,0,,0,10,60,21,35,4,0
KS,Rooks,1,0,1,,0,0,11,6,5,0,0
KS,Rush,3,0,1,,0,2,67,27,37,3,1
KS,Russell,8,0,1,,0,7,39,13,24,2,0
KS,Saline,25,1,4,,0,20,128,39,74,15,9
KS,Scott,4,0,1,,0,3,9,2,6,1,0
KS,Sherman,0,0,0,,0,0,0,0,0,0,0
KS,Smith,1,0,0,,0,1,13,4,8,1,0
KS,Thomas,0,0,0,,0,0,15,4,6,5,0
KS,Trego,7,0,0,,0,7,8,4,4,0,0
KS,Washington,4,0,0,,0,4,23,7,12,4,0
KS,Wichita,1,0,0,,0,1,29,15,14,0,0
KS,Wilson,5,0,0,,0,5,52,24,22,6,0
KS,Woodson,5,0,1,,0,4,24,8,12,4,5
KY,Allen,14,1,4,,0,9,127,56,57,14,1
KY,Boone,62,1,18,,19,24,967,204,682,81,4
KY,Bourbon,4,0,0,,0,4,82,35,44,3,0
KY,Boyd,12,0,3,,2,7,129,38,82,9,0
KY,Bracken,0,0,0,,0,0,37,15,19,3,0
KY,Bullitt,33,2,9,,7,15,489,158,265,66,5
KY,Butler,3,0,0,,0,3,45,19,19,7,1
KY,Campbell,0,0,0,,0,0,1,0,1,0,0
KY,Campbell County Police Department,15,0,10,,0,5,220,47,152,21,2
KY,Christian,21,1,6,,6,8,327,101,190,36,4
KY,Clark,14,0,5,,1,8,201,94,94,13,0
KY,Daviess,26,1,12,,2,11,471,125,317,29,2
KY,Edmonson,5,0,1,,0,4,24,14,9,1,1
KY,Fayette,0,0,0,,0,0,0,0,0,0,0
KY,Gallatin,2,0,0,,0,2,44,12,28,4,1
KY,Grant,5,0,2,,1,2,92,29,55,8,0
KY,Greenup,2,0,0,,0,2,44,19,18,7,1
KY,Hancock,1,0,0,,0,1,9,5,3,1,0
KY,Hardin,13,1,1,,7,4,106,35,58,13,1
KY,Henderson,11,0,4,,1,6,151,63,71,17,0
KY,Henry,0,0,0,,0,0,17,7,8,2,0
KY,Jefferson,0,0,0,,0,0,2,1,1,0,0
KY,Jessamine,8,0,3,,1,4,211,94,106,11,0
KY,Kenton,10,0,0,,2,8,6,0,6,0,0
KY,Kenton County Police Department,8,0,4,,1,3,128,48,75,5,3
KY,Larue,2,0,0,,0,2,31,9,15,7,1
KY,McLean,4,0,0,,0,4,46,20,20,6,0
KY,Meade,11,0,0,,0,11,114,62,36,16,0
KY,Oldham,3,0,0,,0,3,5,3,2,0,0
KY,Oldham County Police Department,30,0,7,,5,18,421,118,277,26,1
KY,Pendleton,5,0,1,,0,4,55,17,32,6,1
KY,Scott,11,0,5,,4,2,196,64,113,19,2
KY,Shelby,23,0,8,,4,11,376,86,269,21,0
KY,Spencer,3,0,1,,0,2,61,23,33,5,1
KY,Trigg,5,0,1,,0,4,85,25,52,8,0
KY,Trimble,2,0,0,,0,2,10,5,5,0,0
KY,Warren,36,0,10,,3,23,432,161,244,27,0
KY,Woodford,0,0,0,,0,0,33,5,27,1,0
KY,Adair,0,0,0,,0,0,20,11,5,4,0
KY,Anderson,2,0,0,,2,0,50,24,22,4,0
KY,Ballard,4,0,1,,1,2,51,24,22,5,1
KY,Barren,12,0,3,,0,9,119,57,42,20,0
KY,Bath,1,0,1,,0,0,34,16,17,1,0
KY,Bell,12,0,1,,1,10,149,41,95,13,2
KY,Boyle,7,0,2,,1,4,29,13,9,7,0
KY,Breathitt,0,0,0,,0,0,0,0,0,0,0
KY,Breckinridge,7,1,1,,0,5,33,7,18,8,0
KY,Caldwell,3,0,0,,0,3,62,31,24,7,0
KY,Calloway,15,1,3,,1,10,202,90,101,11,1
KY,Carlisle,1,0,0,,0,1,23,8,14,1,0
KY,Carroll,2,0,0,,1,1,11,5,6,0,0
KY,Carter,5,0,0,,4,1,31,13,12,6,0
KY,Clay,11,1,0,,1,9,108,31,48,29,2
KY,Clinton,4,1,1,,1,1,21,5,6,10,0
KY,Crittenden,0,0,0,,0,0,13,4,8,1,0
KY,Cumberland,0,0,0,,0,0,9,2,5,2,0
KY,Elliott,0,0,0,,0,0,0,0,0,0,0
KY,Estill,1,0,0,,1,0,16,5,9,2,0
KY,Fleming,5,0,0,,0,5,20,11,5,4,0
KY,Floyd,4,0,1,,1,2,59,18,34,7,0
KY,Franklin,16,2,3,,4,7,261,70,170,21,0
KY,Fulton,0,0,0,,0,0,16,7,9,0,0
KY,Garrard,2,0,0,,0,2,32,11,17,4,0
KY,Graves,21,1,7,,1,12,243,96,130,17,0
KY,Grayson,8,0,2,,0,6,77,34,30,13,1
KY,Green,0,0,0,,0,0,13,6,5,2,0
KY,Harlan,4,0,3,,0,1,16,3,13,0,0
KY,Harrison,2,0,0,,1,1,106,54,44,8,0
KY,Hart,2,0,0,,0,2,40,18,17,5,0
KY,Hopkins,17,0,0,,2,15,250,89,133,28,1
KY,Jackson,3,0,0,,1,2,68,36,24,8,1
KY,Johnson,5,0,1,,0,4,55,10,36,9,1
KY,Knott,0,0,0,,0,0,10,2,6,2,0
KY,Knox,9,0,1,,2,6,124,50,48,26,1
KY,Laurel,34,2,4,,11,17,400,137,201,62,3
KY,Lawrence,2,0,0,,1,1,53,25,13,15,0
KY,Leslie,3,0,0,,0,3,12,4,5,3,0
KY,Letcher,6,0,2,,1,3,22,7,12,3,1
KY,Lewis,0,0,0,,0,0,12,8,4,0,0
KY,Lincoln,3,0,0,,1,2,60,29,16,15,1
KY,Livingston,1,0,0,,1,0,63,27,28,8,0
KY,Logan,16,0,4,,2,10,160,64,86,10,1
KY,Lyon,1,0,0,,0,1,28,13,14,1,0
KY,Madison,22,0,9,,6,7,484,155,294,35,1
KY,Magoffin,3,0,0,,2,1,13,3,6,4,0
KY,Marion,5,0,0,,2,3,74,26,44,4,0
KY,Marshall,13,0,4,,1,8,199,81,91,27,0
KY,Martin,4,0,1,,0,3,56,10,40,6,0
KY,Mason,9,0,2,,2,5,85,29,53,3,0
KY,McCracken,61,1,26,,4,30,451,149,255,47,3
KY,McCreary,2,0,0,,0,2,66,26,29,11,0
KY,Menifee,1,0,0,,0,1,20,12,5,3,0
KY,Mercer,1,0,1,,0,0,21,9,7,5,0
KY,Metcalfe,7,0,0,,1,6,87,41,33,13,0
KY,Monroe,1,0,0,,1,0,1,0,1,0,1
KY,Montgomery,10,0,1,,6,3,325,133,165,27,0
KY,Morgan,0,0,0,,0,0,1,0,1,0,0
KY,Muhlenberg,12,0,1,,2,9,53,22,27,4,0
KY,Muhlenberg County Police Department,0,0,0,,0,0,0,0,0,0,0
KY,Nelson,19,2,7,,1,9,175,62,89,24,2
KY,Nicholas,1,0,0,,0,1,11,4,6,1,0
KY,Ohio,18,0,5,,1,12,81,37,34,10,0
KY,Owen,0,0,0,,0,0,40,20,19,1,0
KY,Owsley,6,0,0,,2,4,49,19,26,4,0
KY,Perry,1,0,0,,1,0,24,5,13,6,0
KY,Pike,4,0,3,,1,0,126,16,107,3,0
KY,Powell,0,0,0,,0,0,34,10,18,6,0
KY,Pulaski,25,0,4,,6,15,449,188,202,59,4
KY,Robertson,0,0,0,,0,0,3,0,3,0,0
KY,Rockcastle,4,0,0,,2,2,35,15,9,11,0
KY,Rowan,8,0,1,,1,6,61,13,43,5,1
KY,Russell,5,0,1,,0,4,22,10,9,3,0
KY,Simpson,7,0,1,,2,4,71,31,37,3,0
KY,Taylor,6,0,2,,1,3,148,61,77,10,0
KY,Todd,5,0,0,,1,4,47,20,19,8,0
KY,Union,2,1,0,,1,0,44,9,30,5,1
KY,Washington,3,0,0,,1,2,36,17,19,0,0
KY,Wayne,5,0,0,,2,3,59,23,24,12,1
KY,Webster,1,0,0,,0,1,19,6,9,4,0
KY,Whitley,7,0,0,,3,4,150,50,68,32,2
KY,Wolfe,2,0,0,,0,2,12,6,2,4,0
LA,Acadia,107,7,0,,20,80,854,373,399,82,0
LA,Ascension,360,4,24,,33,299,"2,898",578,"2,125",195,4
LA,Bossier,85,0,5,,10,70,654,193,425,36,1
LA,Caddo,81,2,2,,6,71,796,225,509,62,2
LA,Calcasieu,523,6,52,,31,434,"4,216","1,227","2,714",275,5
LA,Cameron,19,0,2,,0,17,123,9,110,4,0
LA,De Soto,68,0,6,,4,58,387,124,242,21,0
LA,East Baton Rouge,397,14,47,,194,142,"7,252","1,263","5,705",284,14
LA,East Feliciana,95,0,5,,1,89,144,32,96,16,0
LA,Grant,5,0,2,,0,3,144,62,78,4,0
LA,Iberia5,136,0,4,,64,68,,437,"1,083",,2
LA,Iberville,285,1,7,,15,262,553,114,429,10,0
LA,Jefferson,"1,590",44,66,,399,"1,081","11,217","1,503","9,009",705,59
LA,Lafayette,309,10,9,,31,259,"1,629",351,"1,134",144,6
LA,Lafourche,320,9,22,,28,261,"1,868",628,"1,168",72,7
LA,Livingston,297,2,22,,12,261,"2,941",933,"1,993",15,0
LA,Ouachita,457,5,6,,48,398,"2,642",875,"1,601",166,5
LA,Plaquemines,38,1,5,,3,29,226,53,168,5,1
LA,Pointe Coupee,89,3,4,,8,74,267,107,136,24,0
LA,Rapides,379,1,35,,15,328,"2,004",678,"1,169",157,5
LA,St. Bernard,135,0,11,,32,92,"1,507",264,"1,173",70,7
LA,St. Charles,175,3,4,,23,145,837,188,612,37,8
LA,St. John the Baptist,70,3,4,,11,52,989,243,713,33,2
LA,St. Martin,129,4,13,,16,96,362,112,234,16,0
LA,St. Tammany,242,4,31,,23,184,"1,749",366,"1,264",119,7
LA,Tangipahoa,738,9,52,,124,553,"2,585",840,"1,503",242,9
LA,Terrebonne,376,6,19,,34,317,"2,814",624,"2,095",95,11
LA,Union,27,0,0,,0,27,30,12,18,0,0
LA,Vermilion,89,4,1,,17,67,736,285,265,186,0
LA,Webster,94,1,4,,1,88,217,100,98,19,0
LA,West Baton Rouge,53,0,6,,9,38,404,48,331,25,0
LA,West Feliciana,38,1,5,,2,30,80,7,72,1,0
LA,Allen,18,0,6,,1,11,73,9,53,11,0
LA,Assumption,85,0,3,,6,76,240,38,192,10,1
LA,Avoyelles,121,3,11,,3,104,500,186,290,24,3
LA,Beauregard,18,0,1,,0,17,128,11,105,12,4
LA,Bienville,63,1,10,,8,44,254,92,147,15,0
LA,Caldwell,21,0,0,,1,20,248,58,180,10,0
LA,Concordia,77,3,2,,6,66,276,76,182,18,2
LA,Evangeline,31,1,1,,1,28,472,119,352,1,0
LA,Franklin,38,1,2,,0,35,126,34,80,12,0
LA,Jackson,6,0,2,,0,4,52,19,31,2,2
LA,La Salle,40,2,1,,2,35,36,10,24,2,0
LA,Lincoln,62,1,5,,4,52,202,59,133,10,0
LA,Madison,25,4,0,,0,21,32,9,19,4,1
LA,Natchitoches,60,2,5,,4,49,426,103,293,30,0
LA,Red River,33,0,3,,3,27,141,33,102,6,0
LA,Richland,76,2,1,,1,72,258,66,173,19,0
LA,Sabine,8,0,0,,2,6,150,35,115,0,1
LA,St. Landry,228,5,3,,14,206,992,477,422,93,0
LA,St. Mary,148,2,5,,17,124,711,169,502,40,1
LA,Tensas,7,0,1,,0,6,8,2,6,0,0
LA,Vernon,87,4,5,,2,76,552,96,419,37,3
LA,Washington,187,1,24,,7,155,696,224,414,58,3
LA,West Carroll,48,1,0,,0,47,181,59,99,23,0
LA,Winn,18,0,0,,0,18,61,27,29,5,0
ME,Androscoggin7,14,0,6,,1,7,122,38,80,4,0
ME,Cumberland7,21,0,5,,3,13,536,190,312,34,0
ME,Penobscot7,5,0,1,,2,2,340,117,212,11,1
ME,Sagadahoc7,6,0,1,,0,5,81,24,57,0,2
ME,York7,26,0,4,,2,20,326,142,176,8,0
ME,Aroostook7,2,0,0,,0,2,53,19,27,7,0
ME,Franklin,7,0,5,,0,2,75,23,44,8,0
ME,Hancock7,1,0,0,,0,1,165,53,108,4,0
ME,Kennebec,26,2,8,,4,12,177,60,99,18,0
ME,Knox7,17,0,0,,1,16,170,38,120,12,0
ME,Lincoln7,31,0,13,,0,18,221,57,155,9,0
ME,Oxford7,18,0,8,,1,9,343,82,245,16,0
ME,Piscataquis7,6,0,2,,0,4,41,5,34,2,0
ME,Somerset,29,0,12,,4,13,328,90,216,22,0
ME,Waldo7,11,0,2,,1,8,170,46,118,6,2
ME,Washington7,17,0,4,,1,12,136,46,83,7,1
MD,Allegany,23,1,3,,7,12,336,52,276,8,0
MD,Anne Arundel,0,0,0,,0,0,0,0,0,0,0
MD,Anne Arundel County Police Department,"2,053",14,143,,492,"1,404","11,642","1,767","9,302",573,33
MD,Baltimore County,0,0,0,,0,0,0,0,0,0,0
MD,Baltimore County Police Department,"4,397",35,318,,"1,497","2,547","23,344","3,681","17,599","2,064",163
MD,Calvert,121,1,14,,12,94,"1,070",223,810,37,9
MD,Carroll,100,2,20,,9,69,807,190,584,33,0
MD,Cecil,90,2,10,,16,62,619,179,395,45,1
MD,Charles,527,6,38,,126,357,"2,305",344,"1,803",158,31
MD,Frederick,185,1,13,,30,141,"1,485",251,"1,180",54,
MD,Harford,384,6,24,,81,273,"2,430",453,"1,915",62,0
MD,Howard,0,0,0,,0,0,0,0,0,0,0
MD,Howard County Police Department,712,6,66,,201,439,"5,522",840,"4,379",303,3
MD,Montgomery,0,0,0,,0,0,0,0,0,0,0
MD,Montgomery County Police Department,"1,749",14,331,,659,745,"15,066","1,855","12,374",837,62
MD,Prince George's ,10,0,0,,0,10,1,0,1,0,0
MD,Queen Anne's,72,0,6,,11,55,472,106,355,11,4
MD,Somerset,24,0,2,,1,21,52,15,35,2,0
